Time,X Pos of Ball 1,Y Pos of Ball 1,X Velocity of Ball 1,Y Velocity of Ball 1,Final Velocity of Ball 1,Angle of Velocity of Ball 1,Ax of Ball 1,Ay of Ball 1,Afinal of Ball 1,Angle of A Ball 1,Force on Ball 1,Angle of Force,X Pos of Ball 2,Y Pos of Ball 2,X Velocity of Ball 2,Y Velocity of Ball 2,Final Velocity of Ball 2,Angle of Velocity of Ball 2,Ax of Ball 2,Ay of Ball 2,Afinal of Ball 2,Angle of A Ball 2,Force on Ball 2,Angle of Force
2.01,8.89728331026862,0,4.97112970708151,0,4.97112970708151,0,0.169512707512487,0,0.169512707512487,0,0.847563537562436,0,7.18271668973137,0,3.02887029291848,0,3.02887029291848,0,-0.169512707512487,0,0.169512707512487,0,0.847563537562436,0
2.02,8.94702032583874,0,4.97284427370205,0,4.97284427370205,0,0.171456662053725,0,0.171456662053725,0,0.857283310268627,0,7.21297967416124,0,3.02715572629794,0,3.02715572629794,0,-0.171456662053726,0,0.171456662053726,0,0.857283310268627,0
2.03,8.99677477918554,0,4.97457831435372,0,4.97457831435372,0,0.17340406516775,0,0.17340406516775,0,0.86702032583875,0,7.24322522081445,0,3.02542168564627,0,3.02542168564627,0,-0.17340406516775,0,0.17340406516775,0,0.867020325838751,0
2.04,9.04654686557245,0,4.9763318639121,0,4.9763318639121,0,0.175354955837109,0,0.175354955837109,0,0.876774779185546,0,7.27345313442753,0,3.02366813608789,0,3.02366813608789,0,-0.175354955837109,0,0.175354955837109,0,0.876774779185546,0
2.05,9.09633678061754,0,4.97810495764324,0,4.97810495764324,0,0.177309373114492,0,0.177309373114492,0,0.886546865572457,0,7.30366321938245,0,3.02189504235675,0,3.02189504235675,0,-0.177309373114491,0,0.177309373114491,0,0.886546865572459,0
2.06,9.14614472029739,0,4.97989763120448,0,4.97989763120448,0,0.179267356123509,0,0.179267356123509,0,0.896336780617547,0,7.3338552797026,0,3.02010236879551,0,3.02010236879551,0,-0.179267356123509,0,0.179267356123509,0,0.896336780617546,0
2.07,9.19597088095104,0,4.98170992064507,0,4.98170992064507,0,0.18122894405948,0,0.18122894405948,0,0.906144720297398,0,7.36402911904894,0,3.01829007935492,0,3.01829007935492,0,-0.18122894405948,0,0.18122894405948,0,0.906144720297398,0
2.08,9.24581545928393,0,4.98354186240697,0,4.98354186240697,0,0.18319417619021,0,0.18319417619021,0,0.915970880951052,0,7.39418454071606,0,3.01645813759302,0,3.01645813759302,0,-0.18319417619021,0,0.18319417619021,0,0.915970880951051,0
2.09,9.29567865237177,0,4.98539349332554,0,4.98539349332554,0,0.185163091856786,0,0.185163091856786,0,0.925815459283932,0,7.42432134762821,0,3.01460650667445,0,3.01460650667445,0,-0.185163091856786,0,0.185163091856786,0,0.925815459283931,0
2.1,9.3455606576646,0,4.98726485063028,0,4.98726485063028,0,0.187135730474356,0,0.187135730474356,0,0.935678652371781,0,7.45443934233539,0,3.01273514936971,0,3.01273514936971,0,-0.187135730474356,0,0.187135730474356,0,0.935678652371779,0
2.11,9.39546167299063,0,4.98915597194561,0,4.98915597194561,0,0.189112131532922,0,0.189112131532922,0,0.945560657664606,0,7.48453832700935,0,3.01084402805438,0,3.01084402805438,0,-0.189112131532921,0,0.189112131532921,0,0.945560657664608,0
2.12,9.44538189656028,0,4.99106689529159,0,4.99106689529159,0,0.191092334598128,0,0.191092334598128,0,0.955461672990639,0,7.51461810343971,0,3.0089331047084,0,3.0089331047084,0,-0.191092334598128,0,0.191092334598128,0,0.95546167299064,0
2.13,9.49532152697009,0,4.99299765908472,0,4.99299765908472,0,0.193076379312057,0,0.193076379312057,0,0.965381896560286,0,7.5446784730299,0,3.00700234091528,0,3.00700234091528,0,-0.193076379312057,0,0.193076379312057,0,0.965381896560285,0
2.14,9.54528076320675,0,4.99494830213866,0,4.99494830213866,0,0.19506430539402,0,0.19506430539402,0,0.975321526970099,0,7.57471923679324,0,3.00505169786133,0,3.00505169786133,0,-0.19506430539402,0,0.19506430539402,0,0.975321526970098,0
2.15,9.59525980465103,0,4.99691886366507,0,4.99691886366507,0,0.197056152641351,0,0.197056152641351,0,0.985280763206754,0,7.60474019534896,0,3.00308113633492,0,3.00308113633492,0,-0.197056152641351,0,0.197056152641351,0,0.985280763206756,0
2.16,9.64525885108182,0,4.99890938327437,0,4.99890938327437,0,0.199051960930208,0,0.199051960930208,0,0.995259804651038,0,7.63474114891817,0,3.00109061672562,0,3.00109061672562,0,-0.199051960930208,0,0.199051960930208,0,0.995259804651038,0
2.17,9.6952781026801,0,5.00091990097654,0,5.00091990097654,0,0.201051770216366,0,0.201051770216366,0,1.00525885108183,0,7.66472189731989,0,2.99908009902346,0,2.99908009902346,0,-0.201051770216366,0,0.201051770216366,0,1.00525885108183,0
2.18,9.74531776003295,0,5.0029504571819,0,5.0029504571819,0,0.203055620536021,0,0.203055620536021,0,1.0152781026801,0,7.69468223996704,0,2.9970495428181,0,2.9970495428181,0,-0.203055620536021,0,0.203055620536021,0,1.01527810268011,0
2.19,9.79537802413757,0,5.00500109270196,0,5.00500109270196,0,0.20506355200659,0,0.20506355200659,0,1.02531776003295,0,7.72462197586242,0,2.99499890729803,0,2.99499890729803,0,-0.20506355200659,0,0.20506355200659,0,1.02531776003295,0
2.2,9.84545909640531,0,5.00707184875024,0,5.00707184875024,0,0.207075604827514,0,0.207075604827514,0,1.03537802413757,0,7.75454090359468,0,2.99292815124975,0,2.99292815124975,0,-0.207075604827514,0,0.207075604827514,0,1.03537802413757,0
2.21,9.89556117866571,0,5.00916276694305,0,5.00916276694305,0,0.209091819281063,0,0.209091819281063,0,1.04545909640531,0,7.78443882133429,0,2.99083723305694,0,2.99083723305694,0,-0.209091819281063,0,0.209091819281063,0,1.04545909640532,0
2.22,9.9456844731705,0,5.01127388930038,0,5.01127388930038,0,0.211112235733142,0,0.211112235733142,0,1.05556117866571,0,7.8143155268295,0,2.98872611069961,0,2.98872611069961,0,-0.211112235733142,0,0.211112235733142,0,1.05556117866571,0
2.23,9.9958291825977,0,5.01340525824672,0,5.01340525824672,0,0.2131368946341,0,0.2131368946341,0,1.0656844731705,0,7.8441708174023,0,2.98659474175327,0,2.98659474175327,0,-0.2131368946341,0,0.2131368946341,0,1.0656844731705,0
2.24,10.0459955100556,0,5.01555691661192,0,5.01555691661192,0,0.21516583651954,0,0.21516583651954,0,1.0758291825977,0,7.87400448994435,0,2.98444308338808,0,2.98444308338808,0,-0.21516583651954,0,0.21516583651954,0,1.0758291825977,0
2.25,10.0961836590871,0,5.01772890763203,0,5.01772890763203,0,0.217199102011129,0,0.217199102011129,0,1.08599551005565,0,7.90381634091293,0,2.98227109236796,0,2.98227109236796,0,-0.217199102011129,0,0.217199102011129,0,1.08599551005565,0
2.26,10.1463938336732,0,5.0199212749502,0,5.0199212749502,0,0.219236731817413,0,0.219236731817413,0,1.09618365908707,0,7.93360616632684,0,2.98007872504979,0,2.98007872504979,0,-0.219236731817413,0,0.219236731817413,0,1.09618365908707,0
2.27,10.1966262382377,0,5.02213406261755,0,5.02213406261755,0,0.221278766734632,0,0.221278766734632,0,1.10639383367316,0,7.96337376176232,0,2.97786593738244,0,2.97786593738244,0,-0.221278766734632,0,0.221278766734632,0,1.10639383367316,0
2.28,10.246881077651,0,5.02436731509402,0,5.02436731509402,0,0.223325247647534,0,0.223325247647534,0,1.11662623823767,0,7.993118922349,0,2.97563268490597,0,2.97563268490597,0,-0.223325247647534,0,0.223325247647534,0,1.11662623823767,0
2.29,10.2971585572343,0,5.02662107724933,0,5.02662107724933,0,0.225376215530199,0,0.225376215530199,0,1.12688107765099,0,8.02284144276573,0,2.97337892275067,0,2.97337892275067,0,-0.225376215530199,0,0.225376215530199,0,1.12688107765099,0
2.3,10.3474588827635,0,5.02889539436379,0,5.02889539436379,0,0.227431711446853,0,0.227431711446853,0,1.13715855723427,0,8.05254111723652,0,2.9711046056362,0,2.9711046056362,0,-0.227431711446853,0,0.227431711446853,0,1.13715855723426,0
2.31,10.3977822604736,0,5.03119031212932,0,5.03119031212932,0,0.229491776552695,0,0.229491776552695,0,1.14745888276348,0,8.0822177395264,0,2.96880968787067,0,2.96880968787067,0,-0.229491776552695,0,0.229491776552695,0,1.14745888276347,0
2.32,10.4481288970627,0,5.03350587665027,0,5.03350587665027,0,0.231556452094719,0,0.231556452094719,0,1.1577822604736,0,8.11187110293729,0,2.96649412334972,0,2.96649412334972,0,-0.231556452094719,0,0.231556452094719,0,1.1577822604736,0
2.33,10.4984989996961,0,5.03584213444439,0,5.03584213444439,0,0.233625779412541,0,0.233625779412541,0,1.1681288970627,0,8.14150100030387,0,2.9641578655556,0,2.9641578655556,0,-0.233625779412541,0,0.233625779412541,0,1.1681288970627,0
2.34,10.5488927760105,0,5.03819913244379,0,5.03819913244379,0,0.235699799939224,0,0.235699799939224,0,1.17849899969612,0,8.17110722398944,0,2.96180086755621,0,2.96180086755621,0,-0.235699799939224,0,0.235699799939224,0,1.17849899969612,0
2.35,10.5993104341183,0,5.04057691799581,0,5.04057691799581,0,0.237778555202111,0,0.237778555202111,0,1.18889277601055,0,8.20068956588172,0,2.95942308200419,0,2.95942308200419,0,-0.237778555202111,0,0.237778555202111,0,1.18889277601055,0
2.36,10.6497521826112,0,5.04297553886404,0,5.04297553886404,0,0.239862086823655,0,0.239862086823655,0,1.19931043411827,0,8.23024781738874,0,2.95702446113595,0,2.95702446113595,0,-0.239862086823655,0,0.239862086823655,0,1.19931043411827,0
2.37,10.7002182305654,0,5.04539504322927,0,5.04539504322927,0,0.241950436522251,0,0.241950436522251,0,1.20975218261125,0,8.25978176943462,0,2.95460495677073,0,2.95460495677073,0,-0.24195043652225,0,0.24195043652225,0,1.20975218261125,0
2.38,10.7507087875446,0,5.0478354796904,0,5.0478354796904,0,0.244043646113074,0,0.244043646113074,0,1.22021823056537,0,8.28929121245541,0,2.9521645203096,0,2.9521645203096,0,-0.244043646113074,0,0.244043646113074,0,1.22021823056537,0
2.39,10.8012240636051,0,5.05029689726549,0,5.05029689726549,0,0.246141757508916,0,0.246141757508916,0,1.23070878754458,0,8.31877593639488,0,2.94970310273451,0,2.94970310273451,0,-0.246141757508917,0,0.246141757508917,0,1.23070878754458,0
2.4,10.8517642692997,0,5.0527793453927,0,5.0527793453927,0,0.248244812721023,0,0.248244812721023,0,1.24122406360511,0,8.34823573070032,0,2.9472206546073,0,2.9472206546073,0,-0.248244812721023,0,0.248244812721023,0,1.24122406360511,0
2.41,10.9023296156817,0,5.0552828739313,0,5.0552828739313,0,0.250352853859935,0,0.250352853859935,0,1.25176426929968,0,8.37767038431831,0,2.9447171260687,0,2.9447171260687,0,-0.250352853859935,0,0.250352853859935,0,1.25176426929968,0
2.42,10.9529203143095,0,5.05780753316266,0,5.05780753316266,0,0.252465923136337,0,0.252465923136337,0,1.26232961568168,0,8.40707968569053,0,2.94219246683733,0,2.94219246683733,0,-0.252465923136337,0,0.252465923136337,0,1.26232961568168,0
2.43,11.0035365772505,0,5.06035337379128,0,5.06035337379128,0,0.254584062861893,0,0.254584062861893,0,1.27292031430947,0,8.43646342274947,0,2.93964662620871,0,2.93964662620871,0,-0.254584062861894,0,0.254584062861894,0,1.27292031430947,0
2.44,11.0541786170857,0,5.06292044694578,0,5.06292044694578,0,0.256707315450105,0,0.256707315450105,0,1.28353657725052,0,8.46582138291424,0,2.93707955305421,0,2.93707955305421,0,-0.256707315450105,0,0.256707315450105,0,1.28353657725052,0
2.45,11.1048466469137,0,5.06550880417995,0,5.06550880417995,0,0.258835723417151,0,0.258835723417151,0,1.29417861708575,0,8.49515335308627,0,2.93449119582004,0,2.93449119582004,0,-0.25883572341715,0,0.25883572341715,0,1.29417861708575,0
2.46,11.1555408803549,0,5.06811849747378,0,5.06811849747378,0,0.260969329382745,0,0.260969329382745,0,1.30484664691372,0,8.52445911964506,0,2.93188150252621,0,2.93188150252621,0,-0.260969329382744,0,0.260969329382744,0,1.30484664691372,0
2.47,11.2062615315561,0,5.07074957923449,0,5.07074957923449,0,0.263108176070986,0,0.263108176070986,0,1.31554088035493,0,8.55373846844391,0,2.9292504207655,0,2.9292504207655,0,-0.263108176070986,0,0.263108176070986,0,1.31554088035493,0
2.48,11.2570088151944,0,5.0734021022976,0,5.0734021022976,0,0.265252306311216,0,0.265252306311216,0,1.32626153155608,0,8.58299118480562,0,2.92659789770239,0,2.92659789770239,0,-0.265252306311216,0,0.265252306311216,0,1.32626153155608,0
2.49,11.3077829464818,0,5.07607611992799,0,5.07607611992799,0,0.267401763038874,0,0.267401763038874,0,1.33700881519437,0,8.61221705351819,0,2.923923880072,0,2.923923880072,0,-0.267401763038874,0,0.267401763038874,0,1.33700881519437,0
2.5,11.3585841411695,0,5.07877168582095,0,5.07877168582095,0,0.26955658929636,0,0.26955658929636,0,1.3477829464818,0,8.64141585883052,0,2.92122831417904,0,2.92122831417904,0,-0.26955658929636,0,0.26955658929636,0,1.3477829464818,0
2.51,11.4094126155519,0,5.08148885410329,0,5.08148885410329,0,0.271716828233895,0,0.271716828233895,0,1.35858414116947,0,8.67058738444807,0,2.9185111458967,0,2.9185111458967,0,-0.271716828233895,0,0.271716828233895,0,1.35858414116947,0
2.52,11.4602685864714,0,5.08422767933439,0,5.08422767933439,0,0.273882523110384,0,0.273882523110384,0,1.36941261555192,0,8.69973141352857,0,2.9157723206656,0,2.9157723206656,0,-0.273882523110384,0,0.273882523110384,0,1.36941261555192,0
2.53,11.5111522713224,0,5.08698821650734,0,5.08698821650734,0,0.276053717294284,0,0.276053717294284,0,1.38026858647142,0,8.72884772867763,0,2.91301178349265,0,2.91301178349265,0,-0.276053717294284,0,0.276053717294284,0,1.38026858647142,0
2.54,11.5620638880556,0,5.08977052104998,0,5.08977052104998,0,0.278230454264472,0,0.278230454264472,0,1.39115227132236,0,8.75793611194442,0,2.91022947895001,0,2.91022947895001,0,-0.278230454264472,0,0.278230454264472,0,1.39115227132236,0
2.55,11.6130036551827,0,5.09257464882609,0,5.09257464882609,0,0.280412777611114,0,0.280412777611114,0,1.40206388805557,0,8.78699634481728,0,2.9074253511739,0,2.9074253511739,0,-0.280412777611114,0,0.280412777611114,0,1.40206388805557,0
2.56,11.6639717917806,0,5.09540065613646,0,5.09540065613646,0,0.282600731036543,0,0.282600731036543,0,1.41300365518271,0,8.81602820821936,0,2.90459934386353,0,2.90459934386353,0,-0.282600731036543,0,0.282600731036543,0,1.41300365518271,0
2.57,11.7149685174957,0,5.09824859972002,0,5.09824859972002,0,0.284794358356126,0,0.284794358356126,0,1.42397179178063,0,8.84503148250424,0,2.90175140027997,0,2.90175140027997,0,-0.284794358356126,0,0.284794358356126,0,1.42397179178063,0
2.58,11.7659940525485,0,5.10111853675501,0,5.10111853675501,0,0.28699370349915,0,0.28699370349915,0,1.43496851749575,0,8.87400594745152,0,2.89888146324498,0,2.89888146324498,0,-0.28699370349915,0,0.28699370349915,0,1.43496851749575,0
2.59,11.8170486177376,0,5.10401052486011,0,5.10401052486011,0,0.289198810509695,0,0.289198810509695,0,1.44599405254847,0,8.90295138226239,0,2.89598947513988,0,2.89598947513988,0,-0.289198810509695,0,0.289198810509695,0,1.44599405254847,0
2.6,11.8681324344447,0,5.10692462209558,0,5.10692462209558,0,0.29140972354752,0,0.29140972354752,0,1.4570486177376,0,8.93186756555526,0,2.89307537790441,0,2.89307537790441,0,-0.29140972354752,0,0.29140972354752,0,1.4570486177376,0
2.61,11.9192457246387,0,5.10986088696447,0,5.10986088696447,0,0.293626486888947,0,0.293626486888947,0,1.46813243444474,0,8.96075427536127,0,2.89013911303552,0,2.89013911303552,0,-0.293626486888947,0,0.293626486888947,0,1.46813243444474,0
2.62,11.9703887108801,0,5.11281937841375,0,5.11281937841375,0,0.295849144927745,0,0.295849144927745,0,1.47924572463872,0,8.98961128911988,0,2.88718062158624,0,2.88718062158624,0,-0.295849144927745,0,0.295849144927745,0,1.47924572463872,0
2.63,12.0215616163256,0,5.11580015583551,0,5.11580015583551,0,0.298077742176022,0,0.298077742176022,0,1.49038871088011,0,9.01843838367442,0,2.88419984416448,0,2.88419984416448,0,-0.298077742176022,0,0.298077742176022,0,1.49038871088011,0
2.64,12.0727646647324,0,5.11880327906816,0,5.11880327906816,0,0.300312323265114,0,0.300312323265114,0,1.50156161632557,0,9.04723533526757,0,2.88119672093183,0,2.88119672093183,0,-0.300312323265114,0,0.300312323265114,0,1.50156161632557,0
2.65,12.123998080463,0,5.12182880839763,0,5.12182880839763,0,0.302552932946483,0,0.302552932946483,0,1.51276466473242,0,9.07600191953695,0,2.87817119160237,0,2.87817119160237,0,-0.302552932946483,0,0.302552932946483,0,1.51276466473242,0
2.66,12.1752620884894,0,5.12487680455855,0,5.12487680455855,0,0.304799616092608,0,0.304799616092608,0,1.52399808046304,0,9.10473791151056,0,2.87512319544144,0,2.87512319544144,0,-0.304799616092608,0,0.304799616092608,0,1.52399808046304,0
2.67,12.2265569143977,0,5.12794732873553,0,5.12794732873553,0,0.307052417697886,0,0.307052417697886,0,1.53526208848943,0,9.13344308560232,0,2.87205267126446,0,2.87205267126446,0,-0.307052417697886,0,0.307052417697886,0,1.53526208848943,0
2.68,12.2778827843924,0,5.13104044256433,0,5.13104044256433,0,0.309311382879534,0,0.309311382879534,0,1.54655691439767,0,9.16211721560753,0,2.86895955743567,0,2.86895955743567,0,-0.309311382879534,0,0.309311382879534,0,1.54655691439767,0
2.69,12.3292399253016,0,5.13415620813311,0,5.13415620813311,0,0.311576556878492,0,0.311576556878492,0,1.55788278439246,0,9.19076007469836,0,2.86584379186688,0,2.86584379186688,0,-0.311576556878492,0,0.311576556878492,0,1.55788278439246,0
2.7,12.3806285645807,0,5.13729468798371,0,5.13729468798371,0,0.313847985060326,0,0.313847985060326,0,1.56923992530163,0,9.21937143541927,0,2.86270531201628,0,2.86270531201628,0,-0.313847985060327,0,0.313847985060327,0,1.56923992530163,0
2.71,12.4320489303175,0,5.14045594511288,0,5.14045594511288,0,0.316125712916145,0,0.316125712916145,0,1.58062856458072,0,9.24795106968249,0,2.85954405488712,0,2.85954405488712,0,-0.316125712916145,0,0.316125712916145,0,1.58062856458072,0
2.72,12.4835012512365,0,5.14364004297351,0,5.14364004297351,0,0.3184097860635,0,0.3184097860635,0,1.5920489303175,0,9.27649874876345,0,2.85635995702648,0,2.85635995702648,0,-0.3184097860635,0,0.3184097860635,0,1.5920489303175,0
2.73,12.5349857567038,0,5.14684704547598,0,5.14684704547598,0,0.320700250247307,0,0.320700250247307,0,1.60350125123654,0,9.30501424329618,0,2.85315295452401,0,2.85315295452401,0,-0.320700250247307,0,0.320700250247307,0,1.60350125123654,0
2.74,12.5865026767313,0,5.15007701698939,0,5.15007701698939,0,0.322997151340762,0,0.322997151340762,0,1.61498575670381,0,9.33349732326872,0,2.8499229830106,0,2.8499229830106,0,-0.322997151340762,0,0.322997151340762,0,1.61498575670381,0
2.75,12.6380522419815,0,5.15333002234285,0,5.15333002234285,0,0.325300535346254,0,0.325300535346254,0,1.62650267673127,0,9.36194775801853,0,2.84666997765714,0,2.84666997765714,0,-0.325300535346254,0,0.325300535346254,0,1.62650267673127,0
2.76,12.6896346837721,0,5.15660612682682,0,5.15660612682682,0,0.327610448396293,0,0.327610448396293,0,1.63805224198147,0,9.39036531622784,0,2.84339387317317,0,2.84339387317317,0,-0.327610448396293,0,0.327610448396293,0,1.63805224198147,0
2.77,12.7412502340809,0,5.15990539619436,0,5.15990539619436,0,0.329926936754431,0,0.329926936754431,0,1.64963468377215,0,9.41874976591906,0,2.84009460380563,0,2.84009460380563,0,-0.329926936754431,0,0.329926936754431,0,1.64963468377215,0
2.78,12.7928991255499,0,5.16322789666252,0,5.16322789666252,0,0.332250046816187,0,0.332250046816187,0,1.66125023408093,0,9.44710087445009,0,2.83677210333747,0,2.83677210333747,0,-0.332250046816187,0,0.332250046816187,0,1.66125023408093,0
2.79,12.8445815914903,0,5.16657369491362,0,5.16657369491362,0,0.33457982510998,0,0.33457982510998,0,1.6728991255499,0,9.4754184085097,0,2.83342630508637,0,2.83342630508637,0,-0.33457982510998,0,0.33457982510998,0,1.6728991255499,0
2.8,12.8962978658872,0,5.1699428580966,0,5.1699428580966,0,0.336916318298059,0,0.336916318298059,0,1.68458159149029,0,9.50370213411282,0,2.83005714190339,0,2.83005714190339,0,-0.336916318298059,0,0.336916318298059,0,1.68458159149029,0
2.81,12.9480481834041,0,5.17333545382838,0,5.17333545382838,0,0.339259573177435,0,0.339259573177435,0,1.69629786588717,0,9.53195181659587,0,2.82666454617161,0,2.82666454617161,0,-0.339259573177435,0,0.339259573177435,0,1.69629786588717,0
2.82,12.9998327793879,0,5.17675155019518,0,5.17675155019518,0,0.341609636680823,0,0.341609636680823,0,1.70804818340412,0,9.56016722061209,0,2.8232484498048,0,2.8232484498048,0,-0.341609636680823,0,0.341609636680823,0,1.70804818340412,0
2.83,13.0516518898732,0,5.18019121575396,0,5.18019121575396,0,0.34396655587758,0,0.34396655587758,0,1.7198327793879,0,9.58834811012676,0,2.81980878424603,0,2.81980878424603,0,-0.343966555877581,0,0.343966555877581,0,1.7198327793879,0
2.84,13.1035057515875,0,5.18365451953371,0,5.18365451953371,0,0.346330377974647,0,0.346330377974647,0,1.73165188987324,0,9.61649424841252,0,2.81634548046628,0,2.81634548046628,0,-0.346330377974647,0,0.346330377974647,0,1.73165188987324,0
2.85,13.1553946019553,0,5.18714153103688,0,5.18714153103688,0,0.348701150317494,0,0.348701150317494,0,1.74350575158747,0,9.64460539804464,0,2.81285846896311,0,2.81285846896311,0,-0.348701150317494,0,0.348701150317494,0,1.74350575158747,0
2.86,13.2073186791038,0,5.19065232024079,0,5.19065232024079,0,0.351078920391071,0,0.351078920391071,0,1.75539460195536,0,9.67268132089621,0,2.8093476797592,0,2.8093476797592,0,-0.351078920391071,0,0.351078920391071,0,1.75539460195536,0
2.87,13.2592782218666,0,5.194186957599,0,5.194186957599,0,0.353463735820757,0,0.353463735820757,0,1.76731867910378,0,9.70072177813343,0,2.80581304240099,0,2.80581304240099,0,-0.353463735820757,0,0.353463735820757,0,1.76731867910378,0
2.88,13.3112734697892,0,5.19774551404273,0,5.19774551404273,0,0.355855644373313,0,0.355855644373313,0,1.77927822186657,0,9.72872653021078,0,2.80225448595726,0,2.80225448595726,0,-0.355855644373313,0,0.355855644373313,0,1.77927822186656,0
2.89,13.3633046631337,0,5.20132806098231,0,5.20132806098231,0,0.358254693957842,0,0.358254693957842,0,1.79127346978921,0,9.75669533686626,0,2.79867193901768,0,2.79867193901768,0,-0.358254693957842,0,0.358254693957842,0,1.79127346978921,0
2.9,13.4153720428834,0,5.20493467030858,0,5.20493467030858,0,0.360660932626747,0,0.360660932626747,0,1.80330466313373,0,9.78462795711654,0,2.79506532969141,0,2.79506532969141,0,-0.360660932626746,0,0.360660932626746,0,1.80330466313373,0
2.91,13.4674758507478,0,5.20856541439434,0,5.20856541439434,0,0.36307440857669,0,0.36307440857669,0,1.81537204288345,0,9.81252414925217,0,2.79143458560564,0,2.79143458560564,0,-0.36307440857669,0,0.36307440857669,0,1.81537204288345,0
2.92,13.5196163291673,0,5.21222036609584,0,5.21222036609584,0,0.365495170149564,0,0.365495170149564,0,1.82747585074782,0,9.8403836708327,0,2.78777963390415,0,2.78777963390415,0,-0.365495170149565,0,0.365495170149565,0,1.82747585074782,0
2.93,13.5717937213181,0,5.21589959875417,0,5.21589959875417,0,0.367923265833458,0,0.367923265833458,0,1.83961632916729,0,9.86820627868187,0,2.78410040124581,0,2.78410040124581,0,-0.367923265833458,0,0.367923265833458,0,1.83961632916729,0
2.94,13.6240082711173,0,5.21960318619681,0,5.21960318619681,0,0.370358744263625,0,0.370358744263625,0,1.85179372131812,0,9.89599172888269,0,2.78039681380318,0,2.78039681380318,0,-0.370358744263624,0,0.370358744263624,0,1.85179372131812,0
2.95,13.6762602232274,0,5.22333120273905,0,5.22333120273905,0,0.372801654223461,0,0.372801654223461,0,1.8640082711173,0,9.92373977677259,0,2.77666879726094,0,2.77666879726094,0,-0.372801654223461,0,0.372801654223461,0,1.8640082711173,0
2.96,13.7285498230615,0,5.2270837231855,0,5.2270837231855,0,0.375252044645481,0,0.375252044645481,0,1.87626022322741,0,9.9514501769385,0,2.77291627681449,0,2.77291627681449,0,-0.375252044645481,0,0.375252044645481,0,1.8762602232274,0
2.97,13.780877316788,0,5.23086082283162,0,5.23086082283162,0,0.377709964612299,0,0.377709964612299,0,1.88854982306149,0,9.97912268321195,0,2.76913917716836,0,2.76913917716836,0,-0.377709964612299,0,0.377709964612299,0,1.88854982306149,0
2.98,13.8332429513358,0,5.2346625774652,0,5.2346625774652,0,0.380175463357608,0,0.380175463357608,0,1.90087731678804,0,10.0067570486641,0,2.76533742253479,0,2.76533742253479,0,-0.380175463357608,0,0.380175463357608,0,1.90087731678804,0
2.99,13.885646974399,0,5.23848906336787,0,5.23848906336787,0,0.382648590267172,0,0.382648590267172,0,1.91324295133586,0,10.0343530256009,0,2.76151093663212,0,2.76151093663212,0,-0.382648590267172,0,0.382648590267172,0,1.91324295133586,0
3,13.938089634442,0,5.24234035731667,0,5.24234035731667,0,0.38512939487981,0,0.38512939487981,0,1.92564697439905,0,10.061910365558,0,2.75765964268332,0,2.75765964268332,0,-0.38512939487981,0,0.38512939487981,0,1.92564697439905,0
3.01,13.9905711807042,0,5.24621653658555,0,5.24621653658555,0,0.387617926888392,0,0.387617926888392,0,1.93808963444196,0,10.0894288192958,0,2.75378346341444,0,2.75378346341444,0,-0.387617926888392,0,0.387617926888392,0,1.93808963444196,0
3.02,14.0430918632054,0,5.25011767894696,0,5.25011767894696,0,0.390114236140832,0,0.390114236140832,0,1.95057118070416,0,10.1169081367946,0,2.74988232105303,0,2.74988232105303,0,-0.390114236140832,0,0.390114236140832,0,1.95057118070416,0
3.03,14.0956519327508,0,5.25404386267337,0,5.25404386267337,0,0.392618372641087,0,0.392618372641087,0,1.96309186320544,0,10.1443480672492,0,2.74595613732662,0,2.74595613732662,0,-0.392618372641087,0,0.392618372641087,0,1.96309186320544,0
3.04,14.1482516409355,0,5.25799516653887,0,5.25799516653887,0,0.39513038655016,0,0.39513038655016,0,1.9756519327508,0,10.1717483590645,0,2.74200483346111,0,2.74200483346111,0,-0.395130386550161,0,0.395130386550161,0,1.9756519327508,0
3.05,14.2008912401501,0,5.26197166982075,0,5.26197166982075,0,0.397650328187104,0,0.397650328187104,0,1.98825164093552,0,10.1991087598499,0,2.73802833017924,0,2.73802833017924,0,-0.397650328187104,0,0.397650328187104,0,1.98825164093552,0
3.06,14.2535109568483,0,5.26197166982075,0,5.26197166982075,0,0,0,0,NaN,0,0,10.2264890431516,0,2.73802833017924,0,2.73802833017924,0,0,0,0,NaN,0,0
3.07,14.3061306735465,0,5.26197166982075,0,5.26197166982075,0,0,0,0,NaN,0,0,10.2538693264534,0,2.73802833017924,0,2.73802833017924,0,0,0,0,NaN,0,0
3.08,14.3587503902448,0,5.26197166982075,0,5.26197166982075,0,0,0,0,NaN,0,0,10.2812496097552,0,2.73802833017924,0,2.73802833017924,0,0,0,0,NaN,0,0
3.09,14.411370106943,0,5.26197166982075,0,5.26197166982075,0,0,0,0,NaN,0,0,10.308629893057,0,2.73802833017924,0,2.73802833017924,0,0,0,0,NaN,0,0
3.1,14.4639898236412,0,5.26197166982075,0,5.26197166982075,0,0,0,0,NaN,0,0,10.3360101763588,0,2.73802833017924,0,2.73802833017924,0,0,0,0,NaN,0,0
3.11,14.5166095403394,0,5.26197166982075,0,5.26197166982075,0,0,0,0,NaN,0,0,10.3633904596606,0,2.73802833017924,0,2.73802833017924,0,0,0,0,NaN,0,0
